elapsed_time,joint_1 state,joint_2 state,joint_3 state,joint_4 state,joint_5 state,joint_6 state,joint_7 state,joint_1 torque,joint_2 torque,joint_3 torque,joint_4 torque,joint_5 torque,joint_6 torque,joint_7 torque,ee_x,ee_y,ee_z
4.32903,-0.018709308940410813,-0.5154440562193211,0.06551067578820748,-2.893757726887679,0.03034014300258671,2.364405335650413,0.7687178322354633,-0.35074283955616453,-0.7484736807227442,-0.4847168214694548,1.2389047064533805,1.380233201941685,0.25834246154891244,0.2869189769544035,0.32594143342730153,0.011298074467017732,0.21597890675942052
4.330037,-0.018709308940410813,-0.5154440562193211,0.06551067578820748,-2.893757726887679,0.03034014300258671,2.364405335650413,0.7687178322354633,-0.3495033666507706,-0.7510617725422413,-0.4842600593707406,1.2347211129340279,1.3804012094953353,0.25759035533106667,0.2871077670180859,0.32594287812134554,0.01129822367018607,0.21596378265241664
4.331042,-0.018709308940410813,-0.5154440562193211,0.06551067578820748,-2.893757726887679,0.03034014300258671,2.364405335650413,0.7687178322354633,-0.34871203850045246,-0.7517220457799653,-0.4842255159883125,1.2309389761043164,1.3806689542183845,0.25683685738524986,0.2872853432200757,0.32594394622179407,0.011299340614086972,0.2159256491318966
4.332033,-0.018709308940410813,-0.5154440562193211,0.06551067578820748,-2.893757726887679,0.03034014300258671,2.364405335650413,0.7687178322354633,-0.34879061071316547,-0.7528193748227944,-0.48488387286486595,1.2297712181195817,1.3810305848989197,0.25645369110638255,0.28745393526145113,0.3259510916261253,0.011301304463709836,0.21587953582041222
4.333048,-0.018709308940410813,-0.5154440562193211,0.06551067578820748,-2.893757726887679,0.03034014300258671,2.364405335650413,0.7687178322354633,-0.34962315248504294,-0.7536844387491285,-0.4860832177652895,1.2303588568905395,1.3814570037120415,0.25635415896283215,0.28759309843226816,0.32595436442335,0.011299604389844401,0.21583740468433077
4.334041,-0.018709308940410813,-0.5154440562193211,0.06551067578820748,-2.893757726887679,0.03034014300258671,2.364405335650413,0.7687178322354633,-0.3504391677043095,-0.7537578507444119,-0.4871370314440676,1.2318824947421023,1.381920399653834,0.2564482962047627,0.28769037792203733,0.3259601247764446,0.011300521527144424,0.2157930171948471
4.335039,-0.018709308940410813,-0.5154440562193211,0.06551067578820748,-2.893757726887679,0.03034014300258671,2.364405335650413,0.7687178322354633,-0.35124287091574186,-0.7533991007888734,-0.48811273775034075,1.234251416607258,1.3824408184694617,0.2567334831596108,0.2877663039744213,0.3259619485745005,0.011300547193342218,0.21577818291087447
4.33606,-0.018709308940410813,-0.5154440562193211,0.06551067578820748,-2.893757726887679,0.03034014300258671,2.364405335650413,0.7687178322354633,-0.35183619462661725,-0.7516296897560532,-0.48885047904049617,1.2362760140947548,1.382970266881509,0.25699344825082115,0.28786878991511616,0.3259699372551433,0.011301033901238013,0.21574604503313083
4.337037,-0.018709308940410813,-0.5154440562193211,0.06551067578820748,-2.893757726887679,0.03034014300258671,2.364405335650413,0.7687178322354633,-0.35139045183189904,-0.7473103523110798,-0.48847901454309145,1.2371773403895094,1.3833915038365905,0.2570549869568354,0.28802247755165095,0.32597724124257205,0.011300954346104657,0.21569857352726685
4.338072,-0.018709308940410813,-0.5154440562193211,0.06551067578820748,-2.893757726887679,0.03034014300258671,2.364405335650413,0.7687178322354633,-0.35006896625836564,-0.7398507819227106,-0.4870200681408851,1.2364499574411176,1.3836576492656685,0.25681762237985195,0.2882028297233971,0.3259877374124648,0.011303120670758386,0.21566361023697084
4.339039,-0.018709308940410813,-0.5154440562193211,0.06551067578820748,-2.893757726887679,0.03034014300258671,2.364405335650413,0.7687178322354633,-0.3485879441200435,-0.7290339816462934,-0.4851483150153933,1.2337904760876477,1.383792118406954,0.25624382386548816,0.2883783863592647,0.3259927565652428,0.011302577655588283,0.21561729424404252
4.340034,-0.018709308940410813,-0.5154440562193211,0.06551067578820748,-2.893757726887679,0.03034014300258671,2.364405335650413,0.7687178322354633,-0.34690834274908505,-0.716037399546896,-0.48287217980804853,1.2310256013842245,1.383825321451824,0.2556308691900065,0.2885430256161856,0.32599591136464,0.011302726408767297,0.21560338056336295
4.341038,-0.018709308940410813,-0.5154440562193211,0.06551067578820748,-2.893757726887679,0.03034014300258671,2.364405335650413,0.7687178322354633,-0.34498793067811284,-0.7012017554768702,-0.48017242786635866,1.2282433312781225,1.3837518092712109,0.25501279529236665,0.28869555761046,0.3260060024366687,0.011304436165027344,0.21557290026091275
4.342029,-0.018709308940410813,-0.5154440562193211,0.06551067578820748,-2.893757726887679,0.03034014300258671,2.364405335650413,0.7687178322354633,-0.34333302844273234,-0.6844086617598814,-0.4775457872445869,1.2242598444655337,1.383585060039849,0.2542426145246208,0.28882615713326776,0.32601675810635616,0.01130634150812092,0.21552817742479402
4.343031,-0.018709308940410813,-0.5154440562193211,0.06551067578820748,-2.893757726887679,0.03034014300258671,2.364405335650413,0.7687178322354633,-0.34229945539094125,-0.6656855244880424,-0.47535247487278814,1.2195621372435308,1.3833875782075946,0.2534064516973052,0.28893699639713344,0.32602826477414526,0.011307125743746642,0.2154934412466814
4.344031,-0.018709308940410813,-0.5154440562193211,0.06551067578820748,-2.893757726887679,0.03034014300258671,2.364405335650413,0.7687178322354633,-0.3416740301587701,-0.6444274815604395,-0.4734617340386442,1.2139230860520809,1.3831652155570862,0.2524224920866208,0.2890376217718619,0.3260422387472349,0.01130827674527349,0.21545440707059563
4.345028,-0.018709308940410813,-0.5154440562193211,0.06551067578820748,-2.893757726887679,0.03034014300258671,2.364405335650413,0.7687178322354633,-0.3412099975130023,-0.62148353510354,-0.47167143973062653,1.2071722737716335,1.3828930306986773,0.25120864407952487,0.28912948816746253,0.3260464810534861,0.01130892546514046,0.21544121998585947
