x,y,z,vx,vy,vz
0.53,-0.35,0.02,-0.05,-0.05,0.01
0.535,-0.35,0.02,-0.05,-0.05,0.01
0.54,-0.35,0.02,-0.05,-0.05,0.01
0.545,-0.35,0.02,-0.05,-0.05,0.01
0.55,-0.35,0.02,-0.05,-0.04,0.01
0.555,-0.35,0.02,-0.05,-0.04,0.01
0.285,-0.345,0.02,0.04,0.04,0.01
0.29,-0.345,0.02,0.04,0.04,0.01
0.295,-0.345,0.02,0.04,0.02,0.01
0.3,-0.345,0.02,0.04,0.02,0.01
0.305,-0.345,0.02,0.04,-0.01,0.01
0.31,-0.345,0.02,0.04,-0.01,0.01
0.315,-0.345,0.02,0.04,-0.01,0.01
0.32,-0.345,0.02,0.04,-0.01,0.01
0.325,-0.345,0.02,0.04,-0.01,0.01
0.33,-0.345,0.02,0.04,-0.01,0.01
0.335,-0.345,0.02,0.04,-0.01,0.01
0.34,-0.345,0.02,0.04,-0.01,0.01
0.345,-0.345,0.02,0.04,-0.01,0.01
0.35,-0.345,0.02,0.04,-0.01,0.01
0.355,-0.345,0.02,0.04,-0.01,0.01
0.36,-0.345,0.02,0.04,-0.01,0.01
0.365,-0.345,0.02,0.04,-0.01,0.01
0.37,-0.345,0.02,0.04,-0.01,0.01
0.375,-0.345,0.02,0.04,-0.01,0.01
0.38,-0.345,0.02,0.04,-0.01,0.01
0.385,-0.345,0.02,0.04,-0.01,0.01
0.39,-0.345,0.02,0.04,-0.01,0.01
0.395,-0.345,0.02,0.04,-0.01,0.01
0.4,-0.345,0.02,0.04,-0.01,0.01
0.405,-0.345,0.02,0.04,-0.01,0.01
0.41,-0.345,0.02,0.04,-0.01,0.01
0.415,-0.345,0.02,0.04,-0.03,0.01
0.42,-0.345,0.02,0.04,-0.03,0.01
0.425,-0.345,0.02,0.04,-0.05,0.01
0.43,-0.345,0.02,0.04,-0.05,0.01
0.435,-0.345,0.02,0.04,-0.05,0.01
0.44,-0.345,0.02,0.04,-0.05,0.01
0.445,-0.345,0.02,0.04,-0.05,0.01
0.45,-0.345,0.02,0.04,-0.05,0.01
0.455,-0.345,0.02,0.04,-0.05,0.04
0.46,-0.345,0.02,0.02,-0.05,0.04
0.465,-0.345,0.02,0.01,-0.05,0.04
0.47,-0.345,0.02,-0.01,-0.05,0.04
0.475,-0.345,0.02,-0.03,-0.05,0.04
0.48,-0.345,0.02,-0.04,-0.05,0.04
0.485,-0.345,0.02,-0.05,-0.05,0.04
0.49,-0.345,0.02,-0.05,-0.05,0.04
0.495,-0.345,0.02,-0.05,-0.05,0.04
0.5,-0.345,0.02,-0.05,-0.05,0.04
0.505,-0.345,0.02,-0.05,-0.05,0.04
0.51,-0.345,0.02,-0.05,-0.05,0.04
0.515,-0.345,0.02,-0.05,-0.05,0.04
0.52,-0.345,0.02,-0.05,-0.05,0.04
0.525,-0.345,0.02,-0.05,-0.05,0.04
0.53,-0.345,0.02,-0.05,-0.05,0.01
0.535,-0.345,0.02,-0.05,-0.05,0.01
0.54,-0.345,0.02,-0.05,-0.05,0.01
0.545,-0.345,0.02,-0.05,-0.05,0.01
0.55,-0.345,0.02,-0.05,-0.05,0.01
0.555,-0.345,0.02,-0.05,-0.05,0.01
0.285,-0.34,0.02,0.04,0.04,0.01
0.29,-0.34,0.02,0.04,0.04,0.01
0.295,-0.34,0.02,0.04,0.01,0.01
0.3,-0.34,0.02,0.04,0.01,0.01
0.305,-0.34,0.02,0.04,-0.03,0.01
0.31,-0.34,0.02,0.04,-0.03,0.01
0.315,-0.34,0.02,0.04,-0.03,0.01
0.285,-0.335,0.02,0.04,0.02,0.01
0.29,-0.335,0.02,0.04,0.02,0.01
0.295,-0.335,0.02,0.04,-0.01,0.01
0.3,-0.335,0.02,0.04,-0.01,0.01
0.305,-0.335,0.02,0.04,-0.04,0.01
0.31,-0.335,0.02,0.04,-0.04,0.01
0.315,-0.335,0.02,0.04,-0.04,0.01
0.285,-0.33,0.02,0.04,0.01,0.01
0.29,-0.33,0.02,0.04,0.01,0.01
0.295,-0.33,0.02,0.04,-0.03,0.01
0.3,-0.33,0.02,0.04,-0.03,0.01
0.305,-0.33,0.02,0.02,-0.03,0.01
0.31,-0.33,0.02,0.01,-0.03,0.01
0.315,-0.33,0.02,-0.01,-0.03,0.01
0.285,-0.325,0.02,0.04,-0.01,0.01
0.29,-0.325,0.02,0.04,-0.01,0.01
0.295,-0.325,0.02,0.04,-0.04,0.01
0.3,-0.325,0.02,0.04,-0.04,0.01
0.305,-0.325,0.02,0.02,-0.04,0.01
0.31,-0.325,0.02,0.01,-0.04,0.01
0.315,-0.325,0.02,-0.01,-0.04,0.01
0.335,-0.325,0.02,0.04,0.04,0.01
0.34,-0.325,0.02,0.04,0.04,0.01
0.345,-0.325,0.02,0.04,0.04,0.01
0.35,-0.325,0.02,0.04,0.04,0.01
0.355,-0.325,0.02,0.04,0.04,0.01
0.36,-0.325,0.02,0.04,0.04,0.01
0.365,-0.325,0.02,0.04,0.04,0.01
0.37,-0.325,0.02,0.04,0.04,0.01
0.375,-0.325,0.02,0.04,0.04,0.01
0.38,-0.325,0.02,0.04,0.04,0.01
0.385,-0.325,0.02,0.04,0.04,0.01
0.39,-0.325,0.02,0.04,0.04,0.01
0.395,-0.325,0.02,0.04,0.04,0.01
0.4,-0.325,0.02,0.04,0.04,0.01
0.405,-0.325,0.02,0.02,0.04,0.01
0.41,-0.325,0.02,0.01,0.04,0.01
0.415,-0.325,0.02,-0.01,0.04,0.01
0.42,-0.325,0.02,-0.03,0.04,0.01
0.425,-0.325,0.02,-0.04,0.04,0.01
0.43,-0.325,0.02,-0.05,0.04,0.01
0.435,-0.325,0.02,-0.05,0.04,0.01
0.44,-0.325,0.02,-0.05,0.04,0.01
0.445,-0.325,0.02,-0.05,0.04,0.01
0.45,-0.325,0.02,-0.05,0.04,0.01
0.455,-0.325,0.02,-0.05,0.04,0.01
0.46,-0.325,0.02,-0.05,0.04,0.01
0.465,-0.325,0.02,-0.05,0.04,0.01
0.47,-0.325,0.02,-0.05,0.04,0.01
0.475,-0.325,0.02,-0.05,0.04,0.01
0.495,-0.325,0.02,0.04,0.04,0.01
0.5,-0.325,0.02,0.04,0.04,0.01
0.505,-0.325,0.02,0.04,0.04,0.01
0.51,-0.325,0.02,0.04,0.04,0.01
0.515,-0.325,0.02,0.04,0.04,0.01
0.52,-0.325,0.02,0.04,0.04,0.01
0.525,-0.325,0.02,0.04,0.04,0.01
0.53,-0.325,0.02,0.04,0.04,0.01
0.535,-0.325,0.02,0.04,0.04,0.01
0.54,-0.325,0.02,0.04,0.04,0.01
0.545,-0.325,0.02,0.02,0.04,0.01
0.55,-0.325,0.02,0.01,0.04,0.01
0.555,-0.325,0.02,-0.01,0.04,0.01
0.285,-0.32,0.02,0.04,-0.03,0.01
0.29,-0.32,0.02,0.04,-0.03,0.01
0.295,-0.32,0.02,0.04,-0.05,0.01
0.3,-0.32,0.02,0.04,-0.05,0.01
0.305,-0.32,0.02,0.02,-0.05,0.01
0.31,-0.32,0.02,0.01,-0.05,0.01
0.315,-0.32,0.02,-0.01,-0.05,0.01
0.335,-0.32,0.02,0.04,0.04,0.01
0.34,-0.32,0.02,0.04,0.04,0.01
0.345,-0.32,0.02,0.04,0.04,0.01
0.35,-0.32,0.02,0.04,0.04,0.01
0.355,-0.32,0.02,0.04,0.04,0.01
0.36,-0.32,0.02,0.04,0.04,0.01
0.365,-0.32,0.02,0.04,0.04,0.01
0.37,-0.32,0.02,0.04,0.04,0.01
0.375,-0.32,0.02,0.04,0.04,0.01
0.38,-0.32,0.02,0.04,0.04,0.01
0.385,-0.32,0.02,0.04,0.04,0.01
0.39,-0.32,0.02,0.04,0.04,0.01
0.395,-0.32,0.02,0.04,0.04,0.01
0.4,-0.32,0.02,0.04,0.04,0.01
0.405,-0.32,0.02,0.02,0.04,0.01
0.41,-0.32,0.02,0.01,0.04,0.01
0.415,-0.32,0.02,-0.01,0.04,0.01
0.42,-0.32,0.02,-0.03,0.04,0.01
0.425,-0.32,0.02,-0.04,0.04,0.01
0.43,-0.32,0.02,-0.05,0.04,0.01
0.435,-0.32,0.02,-0.05,0.04,0.01
0.44,-0.32,0.02,-0.05,0.04,0.01
0.445,-0.32,0.02,-0.05,0.04,0.01
0.45,-0.32,0.02,-0.05,0.04,0.01
0.455,-0.32,0.02,-0.05,0.04,0.01
0.46,-0.32,0.02,-0.05,0.04,0.01
0.465,-0.32,0.02,-0.05,0.04,0.01
0.47,-0.32,0.02,-0.05,0.04,0.01
0.475,-0.32,0.02,-0.05,0.04,0.01
0.495,-0.32,0.02,0.04,0.04,0.01
0.5,-0.32,0.02,0.04,0.04,0.01
0.505,-0.32,0.02,0.04,0.04,0.01
0.51,-0.32,0.02,0.04,0.04,0.01
0.515,-0.32,0.02,0.04,0.04,0.01
0.52,-0.32,0.02,0.04,0.04,0.01
0.525,-0.32,0.02,0.04,0.04,0.01
0.53,-0.32,0.02,0.04,0.04,0.01
0.535,-0.32,0.02,0.04,0.04,0.01
0.54,-0.32,0.02,0.04,0.04,0.01
0.545,-0.32,0.02,0.02,0.04,0.01
0.55,-0.32,0.02,0.01,0.04,0.01
0.555,-0.32,0.02,-0.01,0.04,0.01
0.285,-0.315,0.02,0.04,-0.04,0.01
0.29,-0.315,0.02,0.04,-0.04,0.01
0.295,-0.315,0.02,0.04,-0.05,0.01
0.3,-0.315,0.02,0.04,-0.05,0.01
0.305,-0.315,0.02,0.02,-0.05,0.01
0.31,-0.315,0.02,0.01,-0.05,0.01
0.315,-0.315,0.02,-0.01,-0.05,0.01
0.335,-0.315,0.02,0.04,0.04,0.01
0.34,-0.315,0.02,0.04,0.04,0.01
0.345,-0.315,0.02,0.04,0.04,0.01
0.35,-0.315,0.02,0.04,0.04,0.01
0.355,-0.315,0.02,0.04,0.04,0.01
0.36,-0.315,0.02,0.04,0.04,0.01
0.365,-0.315,0.02,0.04,0.04,0.01
0.37,-0.315,0.02,0.04,0.04,0.01
0.375,-0.315,0.02,0.04,0.04,0.01
0.38,-0.315,0.02,0.04,0.04,0.01
0.385,-0.315,0.02,0.04,0.04,0.01
0.39,-0.315,0.02,0.04,0.04,0.01
0.395,-0.315,0.02,0.02,0.04,0.01
0.4,-0.315,0.02,0.01,0.04,0.01
0.405,-0.315,0.02,-0.01,0.04,0.01
0.41,-0.315,0.02,-0.03,0.04,0.01
0.415,-0.315,0.02,-0.04,0.04,0.01
0.42,-0.315,0.02,-0.05,0.04,0.01
0.425,-0.315,0.02,-0.05,0.04,0.01
0.43,-0.315,0.02,-0.05,0.04,0.01
0.435,-0.315,0.02,-0.05,0.04,0.01
0.44,-0.315,0.02,-0.05,0.04,0.01
0.445,-0.315,0.02,-0.05,0.04,0.01
0.45,-0.315,0.02,-0.05,0.04,0.01
0.455,-0.315,0.02,-0.05,0.04,0.01
0.46,-0.315,0.02,-0.05,0.04,0.01
0.465,-0.315,0.02,-0.05,0.04,0.01
0.47,-0.315,0.02,-0.05,0.04,0.01
0.475,-0.315,0.02,-0.05,0.04,0.01
0.495,-0.315,0.02,0.04,0.04,0.01
0.5,-0.315,0.02,0.04,0.04,0.01
0.505,-0.315,0.02,0.04,0.04,0.01
0.51,-0.315,0.02,0.04,0.04,0.01
0.515,-0.315,0.02,0.04,0.04,0.01
0.52,-0.315,0.02,0.04,0.04,0.01
0.525,-0.315,0.02,0.04,0.04,0.01
0.53,-0.315,0.02,0.04,0.04,0.01
0.535,-0.315,0.02,0.04,0.04,0.01
0.54,-0.315,0.02,0.04,0.04,0.01
0.545,-0.315,0.02,0.02,0.04,0.01
0.55,-0.315,0.02,0.01,0.04,0.01
0.555,-0.315,0.02,-0.01,0.04,0.01
0.285,-0.31,0.02,0.04,-0.05,0.01
0.29,-0.31,0.02,0.04,-0.05,0.01
0.295,-0.31,0.02,0.04,-0.05,0.01
0.3,-0.31,0.02,0.04,-0.05,0.01
0.305,-0.31,0.02,0.02,-0.05,0.01
0.31,-0.31,0.02,0.01,-0.05,0.01
0.315,-0.31,0.02,-0.01,-0.05,0.01
0.335,-0.31,0.02,0.04,0.04,0.01
0.34,-0.31,0.02,0.04,0.04,0.01
0.345,-0.31,0.02,0.04,0.04,0.01
0.35,-0.31,0.02,0.04,0.04,0.01
0.355,-0.31,0.02,0.04,0.04,0.01
0.36,-0.31,0.02,0.04,0.04,0.01
0.365,-0.31,0.02,0.04,0.04,0.01
0.37,-0.31,0.02,0.04,0.04,0.01
0.375,-0.31,0.02,0.04,0.04,0.01
0.38,-0.31,0.02,0.04,0.04,0.01
0.385,-0.31,0.02,0.04,0.04,0.01
0.39,-0.31,0.02,0.04,0.04,0.01
0.395,-0.31,0.02,0.02,0.04,0.01
0.4,-0.31,0.02,0.01,0.04,0.01
0.405,-0.31,0.02,-0.01,0.04,0.01
0.41,-0.31,0.02,-0.03,0.04,0.01
0.415,-0.31,0.02,-0.04,0.04,0.01
0.42,-0.31,0.02,-0.05,0.04,0.01
0.425,-0.31,0.02,-0.05,0.04,0.01
0.43,-0.31,0.02,-0.05,0.04,0.01
0.435,-0.31,0.02,-0.05,0.04,0.01
0.44,-0.31,0.02,-0.05,0.04,0.01
0.445,-0.31,0.02,-0.05,0.04,0.01
0.45,-0.31,0.02,-0.05,0.04,0.01
0.455,-0.31,0.02,-0.05,0.04,0.01
0.46,-0.31,0.02,-0.05,0.04,0.01
0.465,-0.31,0.02,-0.05,0.04,0.01
0.47,-0.31,0.02,-0.05,0.04,0.01
0.475,-0.31,0.02,-0.05,0.04,0.01
0.495,-0.31,0.02,0.04,0.04,0.01
0.5,-0.31,0.02,0.04,0.04,0.01
0.505,-0.31,0.02,0.04,0.04,0.01
0.51,-0.31,0.02,0.04,0.04,0.01
0.515,-0.31,0.02,0.04,0.04,0.01
0.52,-0.31,0.02,0.04,0.04,0.01
0.525,-0.31,0.02,0.04,0.04,0.01
0.53,-0.31,0.02,0.04,0.04,0.01
0.535,-0.31,0.02,0.04,0.04,0.01
0.54,-0.31,0.02,0.04,0.04,0.01
0.545,-0.31,0.02,0.02,0.04,0.01
0.55,-0.31,0.02,0.01,0.04,0.01
0.555,-0.31,0.02,-0.01,0.04,0.01
0.285,-0.305,0.02,0.04,-0.05,0.01
0.29,-0.305,0.02,0.04,-0.05,0.01
0.295,-0.305,0.02,0.04,-0.05,0.01
0.3,-0.305,0.02,0.04,-0.05,0.01
0.305,-0.305,0.02,0.02,-0.05,0.01
0.31,-0.305,0.02,0.01,-0.05,0.01
0.315,-0.305,0.02,-0.01,-0.05,0.01
0.335,-0.305,0.02,0.04,0.04,0.01
0.34,-0.305,0.02,0.04,0.04,0.01
0.345,-0.305,0.02,0.04,0.04,0.01
0.35,-0.305,0.02,0.04,0.04,0.01
0.355,-0.305,0.02,0.04,0.04,0.01
0.36,-0.305,0.02,0.04,0.04,0.01
0.365,-0.305,0.02,0.04,0.04,0.01
0.37,-0.305,0.02,0.04,0.04,0.01
0.375,-0.305,0.02,0.04,0.04,0.01
0.38,-0.305,0.02,0.04,0.04,0.01
0.385,-0.305,0.02,0.02,0.04,0.01
0.39,-0.305,0.02,0.01,0.04,0.01
0.395,-0.305,0.02,-0.01,0.04,0.01
0.4,-0.305,0.02,-0.03,0.04,0.01
0.405,-0.305,0.02,-0.04,0.04,0.01
0.41,-0.305,0.02,-0.05,0.04,0.01
0.415,-0.305,0.02,-0.05,0.04,0.01
0.42,-0.305,0.02,-0.05,0.04,0.01
0.425,-0.305,0.02,-0.05,0.04,0.01
0.43,-0.305,0.02,-0.05,0.04,0.01
0.435,-0.305,0.02,-0.05,0.04,0.01
0.44,-0.305,0.02,-0.05,0.04,0.01
0.445,-0.305,0.02,-0.05,0.04,0.01
0.45,-0.305,0.02,-0.05,0.04,0.01
0.455,-0.305,0.02,-0.05,0.04,0.01
0.46,-0.305,0.02,-0.05,0.04,0.01
0.465,-0.305,0.02,-0.05,0.04,0.01
0.47,-0.305,0.02,-0.05,0.04,0.01
0.475,-0.305,0.02,-0.05,0.04,0.01
0.495,-0.305,0.02,0.04,0.04,0.01
0.5,-0.305,0.02,0.04,0.04,0.01
0.505,-0.305,0.02,0.04,0.04,0.01
0.51,-0.305,0.02,0.04,0.04,0.01
0.515,-0.305,0.02,0.04,0.04,0.01
0.52,-0.305,0.02,0.04,0.04,0.01
0.525,-0.305,0.02,0.04,0.04,0.01
0.53,-0.305,0.02,0.04,0.04,0.01
0.535,-0.305,0.02,0.04,0.04,0.01
0.54,-0.305,0.02,0.04,0.04,0.01
0.545,-0.305,0.02,0.02,0.04,0.01
0.55,-0.305,0.02,0.01,0.04,0.01
0.555,-0.305,0.02,-0.01,0.04,0.01
0.285,-0.3,0.02,0.04,-0.05,0.01
0.29,-0.3,0.02,0.04,-0.05,0.01
0.295,-0.3,0.02,0.04,-0.05,0.01
0.3,-0.3,0.02,0.04,-0.05,0.01
0.305,-0.3,0.02,0.02,-0.05,0.01
0.31,-0.3,0.02,0.01,-0.05,0.01
0.315,-0.3,0.02,-0.01,-0.05,0.01
0.335,-0.3,0.02,0.04,0.04,0.01
0.34,-0.3,0.02,0.04,0.04,0.01
0.345,-0.3,0.02,0.04,0.04,0.01
0.35,-0.3,0.02,0.04,0.04,0.01
0.355,-0.3,0.02,0.04,0.04,0.01
0.36,-0.3,0.02,0.04,0.04,0.01
0.365,-0.3,0.02,0.04,0.04,0.01
0.37,-0.3,0.02,0.04,0.04,0.01
0.375,-0.3,0.02,0.04,0.04,0.01
0.38,-0.3,0.02,0.04,0.04,0.01
0.385,-0.3,0.02,0.02,0.04,0.01
0.39,-0.3,0.02,0.01,0.04,0.01
0.395,-0.3,0.02,-0.01,0.04,0.01
0.4,-0.3,0.02,-0.03,0.04,0.01
0.405,-0.3,0.02,-0.04,0.04,0.01
0.41,-0.3,0.02,-0.05,0.04,0.01
0.415,-0.3,0.02,-0.05,0.04,0.01
0.42,-0.3,0.02,-0.05,0.04,0.01
0.425,-0.3,0.02,-0.05,0.04,0.01
0.43,-0.3,0.02,-0.05,0.04,0.01
0.435,-0.3,0.02,-0.05,0.04,0.01
0.44,-0.3,0.02,-0.05,0.04,0.01
0.445,-0.3,0.02,-0.05,0.04,0.01
0.45,-0.3,0.02,-0.05,0.04,0.01
0.455,-0.3,0.02,-0.05,0.04,0.01
0.46,-0.3,0.02,-0.05,0.04,0.01
0.465,-0.3,0.02,-0.05,0.04,0.01
0.47,-0.3,0.02,-0.05,0.04,0.01
0.475,-0.3,0.02,-0.05,0.04,0.01
0.495,-0.3,0.02,0.04,0.04,0.01
0.5,-0.3,0.02,0.04,0.04,0.01
0.505,-0.3,0.02,0.04,0.04,0.01
0.51,-0.3,0.02,0.04,0.04,0.01
0.515,-0.3,0.02,0.04,0.04,0.01
0.52,-0.3,0.02,0.04,0.04,0.01
0.525,-0.3,0.02,0.04,0.04,0.01
0.53,-0.3,0.02,0.04,0.04,0.01
0.535,-0.3,0.02,0.04,0.04,0.01
0.54,-0.3,0.02,0.04,0.04,0.01
0.545,-0.3,0.02,0.02,0.04,0.01
0.55,-0.3,0.02,0.01,0.04,0.01
0.555,-0.3,0.02,-0.01,0.04,0.01
0.285,-0.295,0.02,0.04,-0.05,0.01
0.29,-0.295,0.02,0.04,-0.05,0.01
0.295,-0.295,0.02,0.04,-0.05,0.01
0.3,-0.295,0.02,0.04,-0.05,0.01
0.305,-0.295,0.02,0.02,-0.05,0.01
0.31,-0.295,0.02,0.01,-0.05,0.01
0.315,-0.295,0.02,-0.01,-0.05,0.01
0.335,-0.295,0.02,0.04,0.04,0.01
0.34,-0.295,0.02,0.04,0.04,0.01
0.345,-0.295,0.02,0.04,0.04,0.01
0.35,-0.295,0.02,0.04,0.04,0.01
0.355,-0.295,0.02,0.04,0.04,0.01
0.36,-0.295,0.02,0.04,0.04,0.01
0.365,-0.295,0.02,0.04,0.04,0.01
0.37,-0.295,0.02,0.04,0.04,0.01
0.375,-0.295,0.02,0.02,0.04,0.01
0.38,-0.295,0.02,0.01,0.04,0.01
0.385,-0.295,0.02,-0.01,0.04,0.01
0.39,-0.295,0.02,-0.03,0.04,0.01
0.395,-0.295,0.02,-0.04,0.04,0.01
0.4,-0.295,0.02,-0.05,0.04,0.01
0.405,-0.295,0.02,-0.05,0.04,0.01
0.41,-0.295,0.02,-0.05,0.04,0.01
0.415,-0.295,0.02,-0.05,0.04,0.01
0.42,-0.295,0.02,-0.05,0.04,0.01
0.425,-0.295,0.02,-0.05,0.04,0.01
0.43,-0.295,0.02,-0.05,0.04,0.01
0.435,-0.295,0.02,-0.05,0.04,0.01
0.44,-0.295,0.02,-0.05,0.04,0.01
0.445,-0.295,0.02,-0.05,0.04,0.01
0.45,-0.295,0.02,-0.05,0.04,0.01
0.455,-0.295,0.02,-0.05,0.04,0.01
0.46,-0.295,0.02,-0.05,0.04,0.01
0.465,-0.295,0.02,-0.05,0.04,0.01
0.47,-0.295,0.02,-0.05,0.04,0.01
0.475,-0.295,0.02,-0.05,0.04,0.01
0.495,-0.295,0.02,0.04,0.04,0.01
0.5,-0.295,0.02,0.04,0.04,0.01
0.505,-0.295,0.02,0.04,0.04,0.01
0.51,-0.295,0.02,0.04,0.04,0.01
0.515,-0.295,0.02,0.04,0.04,0.01
0.52,-0.295,0.02,0.04,0.04,0.01
0.525,-0.295,0.02,0.04,0.04,0.01
0.53,-0.295,0.02,0.04,0.04,0.01
0.535,-0.295,0.02,0.02,0.04,0.01
0.54,-0.295,0.02,0.01,0.04,0.01
0.545,-0.295,0.02,-0.01,0.04,0.01
0.55,-0.295,0.02,-0.03,0.04,0.01
0.555,-0.295,0.02,-0.04,0.04,0.01
0.285,-0.29,0.02,0.04,-0.05,0.01
0.29,-0.29,0.02,0.04,-0.05,0.01
0.295,-0.29,0.02,0.04,-0.05,0.01
0.3,-0.29,0.02,0.04,-0.05,0.01
0.305,-0.29,0.02,0.02,-0.05,0.01
0.31,-0.29,0.02,0.01,-0.05,0.01
0.315,-0.29,0.02,-0.01,-0.05,0.01
0.335,-0.29,0.02,0.04,0.04,0.01
0.34,-0.29,0.02,0.04,0.04,0.01
0.345,-0.29,0.02,0.04,0.04,0.01
0.35,-0.29,0.02,0.04,0.04,0.01
0.355,-0.29,0.02,0.04,0.04,0.01
0.36,-0.29,0.02,0.04,0.04,0.01
0.365,-0.29,0.02,0.04,0.04,0.01
0.37,-0.29,0.02,0.04,0.04,0.01
0.375,-0.29,0.02,0.02,0.04,0.01
0.38,-0.29,0.02,0.01,0.04,0.01
0.385,-0.29,0.02,-0.01,0.04,0.01
0.39,-0.29,0.02,-0.03,0.04,0.01
0.395,-0.29,0.02,-0.04,0.04,0.01
0.4,-0.29,0.02,-0.05,0.04,0.01
0.405,-0.29,0.02,-0.05,0.04,0.01
0.41,-0.29,0.02,-0.05,0.04,0.01
0.415,-0.29,0.02,-0.05,0.04,0.01
0.42,-0.29,0.02,-0.05,0.04,0.01
0.425,-0.29,0.02,-0.05,0.04,0.01
0.43,-0.29,0.02,-0.05,0.04,0.01
0.435,-0.29,0.02,-0.05,0.04,0.01
0.44,-0.29,0.02,-0.05,0.04,0.01
0.445,-0.29,0.02,-0.05,0.04,0.01
0.45,-0.29,0.02,-0.05,0.04,0.01
0.455,-0.29,0.02,-0.05,0.04,0.01
0.46,-0.29,0.02,-0.05,0.04,0.01
0.465,-0.29,0.02,-0.05,0.04,0.01
0.47,-0.29,0.02,-0.05,0.04,0.01
0.475,-0.29,0.02,-0.05,0.04,0.01
0.495,-0.29,0.02,0.04,0.04,0.01
0.5,-0.29,0.02,0.04,0.04,0.01
0.505,-0.29,0.02,0.04,0.04,0.01
0.51,-0.29,0.02,0.04,0.04,0.01
0.515,-0.29,0.02,0.04,0.04,0.01
0.52,-0.29,0.02,0.04,0.04,0.01
0.525,-0.29,0.02,0.04,0.04,0.01
0.53,-0.29,0.02,0.04,0.04,0.01
0.535,-0.29,0.02,0.02,0.04,0.01
0.54,-0.29,0.02,0.01,0.04,0.01
0.545,-0.29,0.02,-0.01,0.04,0.01
0.55,-0.29,0.02,-0.03,0.04,0.01
0.555,-0.29,0.02,-0.04,0.04,0.01
0.285,-0.285,0.02,0.04,-0.05,0.01
0.29,-0.285,0.02,0.04,-0.05,0.01
0.295,-0.285,0.02,0.04,-0.05,0.01
0.3,-0.285,0.02,0.04,-0.05,0.01
0.305,-0.285,0.02,0.02,-0.05,0.01
0.31,-0.285,0.02,0.01,-0.05,0.01
0.315,-0.285,0.02,-0.01,-0.05,0.01
0.335,-0.285,0.02,0.04,0.04,0.01
0.34,-0.285,0.02,0.04,0.04,0.01
0.345,-0.285,0.02,0.04,0.04,0.01
0.35,-0.285,0.02,0.04,0.04,0.01
0.355,-0.285,0.02,0.04,0.04,0.01
0.36,-0.285,0.02,0.04,0.04,0.01
0.365,-0.285,0.02,0.02,0.04,0.01
0.37,-0.285,0.02,0.01,0.04,0.01
0.375,-0.285,0.02,-0.01,0.04,0.01
0.38,-0.285,0.02,-0.03,0.04,0.01
0.385,-0.285,0.02,-0.04,0.04,0.01
0.39,-0.285,0.02,-0.05,0.04,0.01
0.395,-0.285,0.02,-0.05,0.04,0.01
0.4,-0.285,0.02,-0.05,0.04,0.01
0.405,-0.285,0.02,-0.05,0.04,0.01
0.41,-0.285,0.02,-0.05,0.04,0.01
0.415,-0.285,0.02,-0.05,0.04,0.01
0.42,-0.285,0.02,-0.05,0.04,0.01
0.425,-0.285,0.02,-0.05,0.04,0.01
0.43,-0.285,0.02,-0.05,0.04,0.01
0.435,-0.285,0.02,-0.05,0.04,0.01
0.44,-0.285,0.02,-0.05,0.04,0.01
0.445,-0.285,0.02,-0.05,0.04,0.01
0.45,-0.285,0.02,-0.05,0.04,0.01
0.455,-0.285,0.02,-0.05,0.04,0.01
0.46,-0.285,0.02,-0.05,0.04,0.01
0.465,-0.285,0.02,-0.05,0.04,0.01
0.47,-0.285,0.02,-0.05,0.04,0.01
0.475,-0.285,0.02,-0.05,0.04,0.01
0.495,-0.285,0.02,0.04,0.04,0.01
0.5,-0.285,0.02,0.04,0.04,0.01
0.505,-0.285,0.02,0.04,0.04,0.01
0.51,-0.285,0.02,0.04,0.04,0.01
0.515,-0.285,0.02,0.04,0.04,0.01
0.52,-0.285,0.02,0.04,0.04,0.01
0.525,-0.285,0.02,0.02,0.04,0.01
0.53,-0.285,0.02,0.01,0.04,0.01
0.535,-0.285,0.02,-0.01,0.04,0.01
0.54,-0.285,0.02,-0.03,0.04,0.01
0.545,-0.285,0.02,-0.04,0.04,0.01
0.55,-0.285,0.02,-0.05,0.04,0.01
0.555,-0.285,0.02,-0.05,0.04,0.01
0.285,-0.28,0.02,0.04,-0.05,0.01
0.29,-0.28,0.02,0.04,-0.05,0.01
0.295,-0.28,0.02,0.04,-0.05,0.01
0.3,-0.28,0.02,0.04,-0.05,0.01
0.305,-0.28,0.02,0.02,-0.05,0.01
0.31,-0.28,0.02,0.01,-0.05,0.01
0.315,-0.28,0.02,-0.01,-0.05,0.01
0.335,-0.28,0.02,0.04,0.04,0.01
0.34,-0.28,0.02,0.04,0.04,0.01
0.345,-0.28,0.02,0.04,0.04,0.01
0.35,-0.28,0.02,0.04,0.04,0.01
0.355,-0.28,0.02,0.04,0.04,0.01
0.36,-0.28,0.02,0.04,0.04,0.01
0.365,-0.28,0.02,0.02,0.04,0.01
0.37,-0.28,0.02,0.01,0.04,0.01
0.375,-0.28,0.02,-0.01,0.04,0.01
0.38,-0.28,0.02,-0.03,0.04,0.01
0.385,-0.28,0.02,-0.04,0.04,0.01
0.39,-0.28,0.02,-0.05,0.04,0.01
0.395,-0.28,0.02,-0.05,0.04,0.01
0.4,-0.28,0.02,-0.05,0.04,0.01
0.405,-0.28,0.02,-0.05,0.04,0.01
