x,y,z,vx,vy,vz
0.355,-0.14,0.03,0.04,0.04,-0.03
0.36,-0.14,0.03,0.04,0.04,-0.03
0.365,-0.14,0.03,0.04,0.04,-0.03
0.37,-0.14,0.03,0.04,0.04,-0.03
0.375,-0.14,0.03,0.04,0.04,-0.03
0.38,-0.14,0.03,0.04,0.04,-0.03
0.385,-0.14,0.03,0.04,0.04,-0.03
0.39,-0.14,0.03,0.04,0.04,-0.03
0.395,-0.14,0.03,0.04,0.04,-0.03
0.4,-0.14,0.03,0.04,0.04,-0.03
0.405,-0.14,0.03,0.04,0.04,-0.03
0.41,-0.14,0.03,0.04,0.04,-0.03
0.415,-0.14,0.03,0.04,0.04,-0.03
0.42,-0.14,0.03,0.04,0.04,-0.03
0.425,-0.14,0.03,0.04,0.04,-0.03
0.43,-0.14,0.03,0.04,0.04,-0.03
0.435,-0.14,0.03,0.04,0.04,-0.03
0.44,-0.14,0.03,0.04,0.04,-0.03
0.445,-0.14,0.03,0.04,0.04,-0.03
0.45,-0.14,0.03,0.04,0.04,-0.03
0.455,-0.14,0.03,0.04,0.04,-0.03
0.46,-0.14,0.03,0.04,0.04,-0.03
0.465,-0.14,0.03,0.04,0.01,-0.03
0.47,-0.14,0.03,0.04,0.01,-0.03
0.475,-0.14,0.03,0.04,-0.04,-0.03
0.48,-0.14,0.03,0.04,-0.04,-0.03
0.485,-0.14,0.03,0.04,-0.05,-0.03
0.49,-0.14,0.03,0.04,-0.05,-0.03
0.495,-0.14,0.03,0.04,-0.05,-0.03
0.5,-0.14,0.03,0.04,-0.05,-0.03
0.505,-0.14,0.03,0.04,-0.05,-0.03
0.51,-0.14,0.03,0.04,-0.05,-0.03
0.515,-0.14,0.03,0.04,-0.03,-0.03
0.52,-0.14,0.03,0.04,-0.03,-0.03
0.525,-0.14,0.03,0.02,-0.03,-0.03
0.53,-0.14,0.03,0.01,-0.03,-0.03
0.535,-0.14,0.03,-0.01,-0.03,-0.03
0.54,-0.14,0.03,-0.03,-0.03,-0.03
0.545,-0.14,0.03,-0.04,-0.03,-0.03
0.55,-0.14,0.03,-0.03,0.01,-0.03
0.555,-0.14,0.03,-0.04,0.01,-0.03
0.285,-0.135,0.03,0.04,-0.05,-0.03
0.29,-0.135,0.03,0.04,-0.05,-0.03
0.295,-0.135,0.03,0.04,-0.05,-0.03
0.3,-0.135,0.03,0.04,-0.05,-0.03
0.305,-0.135,0.03,0.04,-0.05,-0.03
0.31,-0.135,0.03,0.04,-0.05,-0.03
0.315,-0.135,0.03,0.02,-0.05,-0.03
0.32,-0.135,0.03,0.01,-0.05,-0.03
0.325,-0.135,0.03,-0.01,-0.05,-0.03
0.33,-0.135,0.03,-0.03,-0.05,-0.03
0.335,-0.135,0.03,-0.04,-0.05,-0.03
0.355,-0.135,0.03,0.04,0.04,-0.03
0.36,-0.135,0.03,0.04,0.04,-0.03
0.365,-0.135,0.03,0.04,0.04,-0.03
0.37,-0.135,0.03,0.04,0.04,-0.03
0.375,-0.135,0.03,0.04,0.04,-0.03
0.38,-0.135,0.03,0.04,0.04,-0.03
0.385,-0.135,0.03,0.04,0.04,-0.03
0.39,-0.135,0.03,0.04,0.04,-0.03
0.395,-0.135,0.03,0.04,0.04,-0.03
0.4,-0.135,0.03,0.04,0.04,-0.03
0.405,-0.135,0.03,0.04,0.04,-0.03
0.41,-0.135,0.03,0.04,0.04,-0.03
0.415,-0.135,0.03,0.04,0.04,-0.03
0.42,-0.135,0.03,0.04,0.04,-0.03
0.425,-0.135,0.03,0.04,0.04,-0.03
0.43,-0.135,0.03,0.04,0.04,-0.03
0.435,-0.135,0.03,0.04,0.04,-0.03
0.44,-0.135,0.03,0.04,0.04,-0.03
0.445,-0.135,0.03,0.04,0.04,-0.03
0.45,-0.135,0.03,0.04,0.04,-0.03
0.455,-0.135,0.03,0.04,0.02,-0.03
0.46,-0.135,0.03,0.04,0.02,-0.03
0.465,-0.135,0.03,0.04,-0.01,-0.03
0.47,-0.135,0.03,0.04,-0.01,-0.03
0.475,-0.135,0.03,0.04,-0.05,-0.03
0.48,-0.135,0.03,0.04,-0.05,-0.03
0.485,-0.135,0.03,0.04,-0.05,-0.03
0.49,-0.135,0.03,0.04,-0.05,-0.03
0.495,-0.135,0.03,0.04,-0.05,-0.03
0.5,-0.135,0.03,0.04,-0.05,-0.03
0.505,-0.135,0.03,0.04,-0.05,-0.03
0.51,-0.135,0.03,0.04,-0.05,-0.03
0.515,-0.135,0.03,0.04,-0.04,-0.03
0.52,-0.135,0.03,0.04,-0.04,-0.03
0.525,-0.135,0.03,0.02,-0.04,-0.03
0.53,-0.135,0.03,0.01,-0.04,-0.03
0.535,-0.135,0.03,-0.01,-0.04,-0.03
0.54,-0.135,0.03,-0.03,-0.04,-0.03
0.545,-0.135,0.03,-0.04,-0.04,-0.03
0.55,-0.135,0.03,-0.03,-0.01,-0.03
0.555,-0.135,0.03,-0.04,-0.01,-0.03
0.285,-0.13,0.03,0.04,-0.05,-0.03
0.29,-0.13,0.03,0.04,-0.05,-0.03
0.295,-0.13,0.03,0.04,-0.05,-0.03
0.3,-0.13,0.03,0.04,-0.05,-0.03
0.305,-0.13,0.03,0.04,-0.05,-0.03
0.31,-0.13,0.03,0.04,-0.05,-0.03
0.315,-0.13,0.03,0.04,-0.03,-0.03
0.32,-0.13,0.03,0.04,-0.03,-0.03
0.325,-0.13,0.03,0.02,-0.03,-0.03
0.33,-0.13,0.03,0.01,-0.03,-0.03
0.335,-0.13,0.03,-0.01,-0.03,-0.03
0.355,-0.13,0.03,0.04,0.04,-0.03
0.36,-0.13,0.03,0.04,0.04,-0.03
0.365,-0.13,0.03,0.04,0.04,-0.03
0.37,-0.13,0.03,0.04,0.04,-0.03
0.375,-0.13,0.03,0.04,0.04,-0.03
0.38,-0.13,0.03,0.04,0.04,-0.03
0.385,-0.13,0.03,0.04,0.04,-0.03
0.39,-0.13,0.03,0.04,0.04,-0.03
0.395,-0.13,0.03,0.04,0.04,-0.03
0.4,-0.13,0.03,0.04,0.04,-0.03
0.405,-0.13,0.03,0.04,0.04,-0.03
0.41,-0.13,0.03,0.04,0.04,-0.03
0.415,-0.13,0.03,0.04,0.04,-0.03
0.42,-0.13,0.03,0.04,0.04,-0.03
0.425,-0.13,0.03,0.04,0.04,-0.03
0.43,-0.13,0.03,0.04,0.04,-0.03
0.435,-0.13,0.03,0.04,0.04,-0.03
0.44,-0.13,0.03,0.04,0.04,-0.03
0.445,-0.13,0.03,0.04,0.04,-0.03
0.45,-0.13,0.03,0.04,0.04,-0.03
0.455,-0.13,0.03,0.04,0.01,-0.03
0.46,-0.13,0.03,0.04,0.01,-0.03
0.465,-0.13,0.03,0.04,-0.03,-0.03
0.47,-0.13,0.03,0.04,-0.03,-0.03
0.475,-0.13,0.03,0.04,-0.05,-0.03
0.48,-0.13,0.03,0.04,-0.05,-0.03
0.485,-0.13,0.03,0.04,-0.05,-0.03
0.49,-0.13,0.03,0.04,-0.05,-0.03
0.495,-0.13,0.03,0.04,-0.05,-0.03
0.5,-0.13,0.03,0.04,-0.05,-0.03
0.505,-0.13,0.03,0.04,-0.05,-0.03
0.51,-0.13,0.03,0.04,-0.05,-0.03
0.515,-0.13,0.03,0.04,-0.05,-0.03
0.52,-0.13,0.03,0.04,-0.05,-0.03
0.525,-0.13,0.03,0.04,-0.03,-0.03
0.53,-0.13,0.03,0.04,-0.03,-0.03
0.535,-0.13,0.03,0.02,-0.03,-0.03
0.54,-0.13,0.03,0.01,-0.03,-0.03
0.545,-0.13,0.03,-0.01,-0.03,-0.03
0.55,-0.13,0.03,-0.03,-0.03,-0.03
0.555,-0.13,0.03,-0.04,-0.03,-0.03
0.285,-0.125,0.03,0.04,-0.05,-0.03
0.29,-0.125,0.03,0.04,-0.05,-0.03
0.295,-0.125,0.03,0.04,-0.05,-0.03
0.3,-0.125,0.03,0.04,-0.05,-0.03
0.305,-0.125,0.03,0.04,-0.05,-0.03
0.31,-0.125,0.03,0.04,-0.05,-0.03
0.315,-0.125,0.03,0.04,-0.04,-0.03
0.32,-0.125,0.03,0.04,-0.04,-0.03
0.325,-0.125,0.03,0.02,-0.04,-0.03
0.33,-0.125,0.03,0.01,-0.04,-0.03
0.335,-0.125,0.03,-0.01,-0.04,-0.03
0.355,-0.125,0.03,0.04,0.04,-0.03
0.36,-0.125,0.03,0.04,0.04,-0.03
0.365,-0.125,0.03,0.04,0.04,-0.03
0.37,-0.125,0.03,0.04,0.04,-0.03
0.375,-0.125,0.03,0.04,0.04,-0.03
0.38,-0.125,0.03,0.04,0.04,-0.03
0.385,-0.125,0.03,0.04,0.04,-0.03
0.39,-0.125,0.03,0.04,0.04,-0.03
0.395,-0.125,0.03,0.04,0.04,-0.03
0.4,-0.125,0.03,0.04,0.04,-0.03
0.405,-0.125,0.03,0.04,0.04,-0.03
0.41,-0.125,0.03,0.04,0.04,-0.03
0.415,-0.125,0.03,0.04,0.04,-0.03
0.42,-0.125,0.03,0.04,0.04,-0.03
0.425,-0.125,0.03,0.04,0.04,-0.03
0.43,-0.125,0.03,0.04,0.04,-0.03
0.435,-0.125,0.03,0.04,0.04,-0.03
0.44,-0.125,0.03,0.04,0.04,-0.03
0.445,-0.125,0.03,0.04,0.02,-0.03
0.45,-0.125,0.03,0.04,0.02,-0.03
0.455,-0.125,0.03,0.04,-0.01,-0.03
0.46,-0.125,0.03,0.04,-0.01,-0.03
0.465,-0.125,0.03,0.04,-0.04,-0.03
0.47,-0.125,0.03,0.04,-0.04,-0.03
0.475,-0.125,0.03,0.04,-0.05,-0.03
0.48,-0.125,0.03,0.04,-0.05,-0.03
0.485,-0.125,0.03,0.04,-0.05,-0.03
0.49,-0.125,0.03,0.04,-0.05,-0.03
0.495,-0.125,0.03,0.04,-0.05,-0.03
0.5,-0.125,0.03,0.04,-0.05,-0.03
0.505,-0.125,0.03,0.04,-0.05,-0.03
0.51,-0.125,0.03,0.04,-0.05,-0.03
0.515,-0.125,0.03,0.04,-0.05,-0.03
0.52,-0.125,0.03,0.04,-0.05,-0.03
0.525,-0.125,0.03,0.04,-0.04,-0.03
0.53,-0.125,0.03,0.04,-0.04,-0.03
0.535,-0.125,0.03,0.02,-0.04,-0.03
0.54,-0.125,0.03,0.01,-0.04,-0.03
0.545,-0.125,0.03,-0.01,-0.04,-0.03
0.55,-0.125,0.03,-0.03,-0.04,-0.03
0.555,-0.125,0.03,-0.04,-0.04,-0.03
0.285,-0.12,0.03,0.04,-0.05,-0.03
0.29,-0.12,0.03,0.04,-0.05,-0.03
0.295,-0.12,0.03,0.04,-0.05,-0.03
0.3,-0.12,0.03,0.04,-0.05,-0.03
0.305,-0.12,0.03,0.04,-0.05,-0.03
0.31,-0.12,0.03,0.04,-0.05,-0.03
0.315,-0.12,0.03,0.04,-0.05,-0.03
0.32,-0.12,0.03,0.04,-0.05,-0.03
0.325,-0.12,0.03,0.02,-0.05,-0.03
0.33,-0.12,0.03,0.01,-0.05,-0.03
0.335,-0.12,0.03,-0.01,-0.05,-0.03
0.355,-0.12,0.03,0.04,0.04,-0.03
0.36,-0.12,0.03,0.04,0.04,-0.03
0.365,-0.12,0.03,0.04,0.04,-0.03
0.37,-0.12,0.03,0.04,0.04,-0.03
0.375,-0.12,0.03,0.04,0.04,-0.03
0.38,-0.12,0.03,0.04,0.04,-0.03
0.385,-0.12,0.03,0.04,0.04,-0.03
0.39,-0.12,0.03,0.04,0.04,-0.03
0.395,-0.12,0.03,0.04,0.04,-0.03
0.4,-0.12,0.03,0.04,0.04,-0.03
0.405,-0.12,0.03,0.04,0.04,-0.03
0.41,-0.12,0.03,0.04,0.04,-0.03
0.415,-0.12,0.03,0.04,0.04,-0.03
0.42,-0.12,0.03,0.04,0.04,-0.03
0.425,-0.12,0.03,0.04,0.04,-0.03
0.43,-0.12,0.03,0.04,0.04,-0.03
0.435,-0.12,0.03,0.04,0.04,-0.03
0.44,-0.12,0.03,0.04,0.04,-0.03
0.445,-0.12,0.03,0.04,0.01,-0.03
0.45,-0.12,0.03,0.04,0.01,-0.03
0.455,-0.12,0.03,0.04,-0.03,-0.03
0.46,-0.12,0.03,0.04,-0.03,-0.03
0.465,-0.12,0.03,0.04,-0.05,-0.03
0.47,-0.12,0.03,0.04,-0.05,-0.03
0.475,-0.12,0.03,0.04,-0.05,-0.03
0.48,-0.12,0.03,0.04,-0.05,-0.03
0.485,-0.12,0.03,0.04,-0.05,-0.03
0.49,-0.12,0.03,0.04,-0.05,-0.03
0.495,-0.12,0.03,0.04,-0.05,-0.03
0.5,-0.12,0.03,0.04,-0.05,-0.03
0.505,-0.12,0.03,0.04,-0.05,-0.03
0.51,-0.12,0.03,0.04,-0.05,-0.03
0.515,-0.12,0.03,0.04,-0.05,-0.03
0.52,-0.12,0.03,0.04,-0.05,-0.03
0.525,-0.12,0.03,0.04,-0.05,-0.03
0.53,-0.12,0.03,0.04,-0.05,-0.03
0.535,-0.12,0.03,0.04,-0.03,-0.03
0.54,-0.12,0.03,0.04,-0.03,-0.03
0.545,-0.12,0.03,0.02,-0.03,-0.03
0.55,-0.12,0.03,0.01,-0.03,-0.03
0.555,-0.12,0.03,-0.01,-0.03,-0.03
0.285,-0.115,0.03,0.04,-0.05,-0.03
0.29,-0.115,0.03,0.04,-0.05,-0.03
0.295,-0.115,0.03,0.04,-0.05,-0.03
0.3,-0.115,0.03,0.04,-0.05,-0.03
0.305,-0.115,0.03,0.04,-0.05,-0.03
0.31,-0.115,0.03,0.04,-0.05,-0.03
0.315,-0.115,0.03,0.04,-0.05,-0.03
0.32,-0.115,0.03,0.04,-0.05,-0.03
0.325,-0.115,0.03,0.02,-0.05,-0.03
0.33,-0.115,0.03,0.01,-0.05,-0.03
0.335,-0.115,0.03,-0.01,-0.05,-0.03
0.355,-0.115,0.03,0.04,0.04,-0.03
0.36,-0.115,0.03,0.04,0.04,-0.03
0.365,-0.115,0.03,0.04,0.04,-0.03
0.37,-0.115,0.03,0.04,0.04,-0.03
0.375,-0.115,0.03,0.04,0.04,-0.03
0.38,-0.115,0.03,0.04,0.04,-0.03
0.385,-0.115,0.03,0.04,0.04,-0.03
0.39,-0.115,0.03,0.04,0.04,-0.03
0.395,-0.115,0.03,0.04,0.04,-0.03
0.4,-0.115,0.03,0.04,0.04,-0.03
0.405,-0.115,0.03,0.04,0.04,-0.03
0.41,-0.115,0.03,0.04,0.04,-0.03
0.415,-0.115,0.03,0.04,0.04,-0.03
0.42,-0.115,0.03,0.04,0.04,-0.03
0.425,-0.115,0.03,0.04,0.04,-0.03
0.43,-0.115,0.03,0.04,0.04,-0.03
0.435,-0.115,0.03,0.04,0.02,-0.03
0.44,-0.115,0.03,0.04,0.02,-0.03
0.445,-0.115,0.03,0.04,-0.01,-0.03
0.45,-0.115,0.03,0.04,-0.01,-0.03
0.455,-0.115,0.03,0.04,-0.04,-0.03
0.46,-0.115,0.03,0.04,-0.04,-0.03
0.465,-0.115,0.03,0.04,-0.05,-0.03
0.47,-0.115,0.03,0.04,-0.05,-0.03
0.475,-0.115,0.03,0.04,-0.05,-0.03
0.48,-0.115,0.03,0.04,-0.05,-0.03
0.485,-0.115,0.03,0.04,-0.05,-0.03
0.49,-0.115,0.03,0.04,-0.05,-0.03
0.495,-0.115,0.03,0.04,-0.05,-0.03
0.5,-0.115,0.03,0.04,-0.05,-0.03
0.505,-0.115,0.03,0.04,-0.05,-0.03
0.51,-0.115,0.03,0.04,-0.05,-0.03
0.515,-0.115,0.03,0.04,-0.05,-0.03
0.52,-0.115,0.03,0.04,-0.05,-0.03
0.525,-0.115,0.03,0.04,-0.05,-0.03
0.53,-0.115,0.03,0.04,-0.05,-0.03
0.535,-0.115,0.03,0.04,-0.04,-0.03
0.54,-0.115,0.03,0.04,-0.04,-0.03
0.545,-0.115,0.03,0.02,-0.04,-0.03
0.55,-0.115,0.03,0.01,-0.04,-0.03
0.555,-0.115,0.03,-0.01,-0.04,-0.03
0.285,-0.11,0.03,0.04,-0.05,-0.03
0.29,-0.11,0.03,0.04,-0.05,-0.03
0.295,-0.11,0.03,0.04,-0.05,-0.03
0.3,-0.11,0.03,0.04,-0.05,-0.03
0.305,-0.11,0.03,0.04,-0.05,-0.03
0.31,-0.11,0.03,0.04,-0.05,-0.03
0.315,-0.11,0.03,0.04,-0.05,-0.03
0.32,-0.11,0.03,0.04,-0.05,-0.03
0.325,-0.11,0.03,0.02,-0.05,-0.03
0.33,-0.11,0.03,0.01,-0.05,-0.03
0.335,-0.11,0.03,-0.01,-0.05,-0.03
0.355,-0.11,0.03,0.04,0.04,-0.03
0.36,-0.11,0.03,0.04,0.04,-0.03
0.365,-0.11,0.03,0.04,0.04,-0.03
0.37,-0.11,0.03,0.04,0.04,-0.03
0.375,-0.11,0.03,0.04,0.04,-0.03
0.38,-0.11,0.03,0.04,0.04,-0.03
0.385,-0.11,0.03,0.04,0.04,-0.03
0.39,-0.11,0.03,0.04,0.04,-0.03
0.395,-0.11,0.03,0.04,0.04,-0.03
0.4,-0.11,0.03,0.04,0.04,-0.03
0.405,-0.11,0.03,0.04,0.04,-0.03
0.41,-0.11,0.03,0.04,0.04,-0.03
0.415,-0.11,0.03,0.04,0.04,-0.03
0.42,-0.11,0.03,0.04,0.04,-0.03
0.425,-0.11,0.03,0.04,0.04,-0.03
0.43,-0.11,0.03,0.04,0.04,-0.03
0.435,-0.11,0.03,0.04,0.01,-0.03
0.44,-0.11,0.03,0.04,0.01,-0.03
0.445,-0.11,0.03,0.04,-0.03,-0.03
0.45,-0.11,0.03,0.04,-0.03,-0.03
0.455,-0.11,0.03,0.04,-0.05,-0.03
0.46,-0.11,0.03,0.04,-0.05,-0.03
0.465,-0.11,0.03,0.04,-0.05,-0.03
0.47,-0.11,0.03,0.04,-0.05,-0.03
0.475,-0.11,0.03,0.04,-0.05,-0.03
0.48,-0.11,0.03,0.04,-0.05,-0.03
0.485,-0.11,0.03,0.04,-0.05,-0.03
0.49,-0.11,0.03,0.04,-0.05,-0.03
0.495,-0.11,0.03,0.04,-0.05,-0.03
0.5,-0.11,0.03,0.04,-0.05,-0.03
0.505,-0.11,0.03,0.04,-0.05,-0.03
0.51,-0.11,0.03,0.04,-0.05,-0.03
0.515,-0.11,0.03,0.04,-0.05,-0.03
0.52,-0.11,0.03,0.04,-0.05,-0.03
0.525,-0.11,0.03,0.04,-0.05,-0.03
0.53,-0.11,0.03,0.04,-0.05,-0.03
0.535,-0.11,0.03,0.04,-0.05,-0.03
0.54,-0.11,0.03,0.04,-0.05,-0.03
0.545,-0.11,0.03,0.02,-0.05,-0.03
0.55,-0.11,0.03,0.01,-0.05,-0.03
0.555,-0.11,0.03,-0.01,-0.05,-0.03
0.285,-0.105,0.03,0.04,-0.05,-0.03
0.29,-0.105,0.03,0.04,-0.05,-0.03
0.295,-0.105,0.03,0.04,-0.05,-0.03
0.3,-0.105,0.03,0.04,-0.05,-0.03
0.305,-0.105,0.03,0.04,-0.05,-0.03
0.31,-0.105,0.03,0.04,-0.05,-0.03
0.315,-0.105,0.03,0.04,-0.05,-0.03
0.32,-0.105,0.03,0.04,-0.05,-0.03
0.325,-0.105,0.03,0.02,-0.05,-0.03
0.33,-0.105,0.03,0.01,-0.05,-0.03
0.335,-0.105,0.03,-0.01,-0.05,-0.03
0.355,-0.105,0.03,0.04,0.04,-0.03
0.36,-0.105,0.03,0.04,0.04,-0.03
0.365,-0.105,0.03,0.04,0.04,-0.03
0.37,-0.105,0.03,0.04,0.04,-0.03
0.375,-0.105,0.03,0.04,0.04,-0.03
0.38,-0.105,0.03,0.04,0.04,-0.03
0.385,-0.105,0.03,0.04,0.04,-0.03
0.39,-0.105,0.03,0.04,0.04,-0.03
0.395,-0.105,0.03,0.04,0.04,-0.03
0.4,-0.105,0.03,0.04,0.04,-0.03
0.405,-0.105,0.03,0.04,0.02,-0.03
0.41,-0.105,0.03,0.04,0.02,-0.03
0.415,-0.105,0.03,0.04,0.02,-0.03
0.42,-0.105,0.03,0.04,0.02,-0.03
0.425,-0.105,0.03,0.04,0.02,-0.03
0.43,-0.105,0.03,0.04,0.02,-0.03
0.435,-0.105,0.03,0.04,-0.01,-0.03
0.44,-0.105,0.03,0.04,-0.01,-0.03
0.445,-0.105,0.03,0.04,-0.04,-0.03
0.45,-0.105,0.03,0.04,-0.04,-0.03
0.455,-0.105,0.03,0.04,-0.05,-0.03
0.46,-0.105,0.03,0.04,-0.05,-0.03
0.465,-0.105,0.03,0.04,-0.05,-0.03
0.47,-0.105,0.03,0.04,-0.05,-0.03
0.475,-0.105,0.03,0.04,-0.05,-0.03
0.48,-0.105,0.03,0.04,-0.05,-0.03
0.485,-0.105,0.03,0.04,-0.05,-0.03
0.49,-0.105,0.03,0.04,-0.05,-0.03
0.495,-0.105,0.03,0.04,-0.05,-0.03
0.5,-0.105,0.03,0.04,-0.05,-0.03
0.505,-0.105,0.03,0.04,-0.05,-0.03
0.51,-0.105,0.03,0.04,-0.05,-0.03
0.515,-0.105,0.03,0.04,-0.05,-0.03
0.52,-0.105,0.03,0.04,-0.05,-0.03
0.525,-0.105,0.03,0.04,-0.05,-0.03
0.53,-0.105,0.03,0.04,-0.05,-0.03
0.535,-0.105,0.03,0.04,-0.05,-0.03
0.54,-0.105,0.03,0.04,-0.05,-0.03
0.545,-0.105,0.03,0.02,-0.05,-0.03
0.55,-0.105,0.03,0.01,-0.05,-0.03
0.555,-0.105,0.03,-0.01,-0.05,-0.03
0.285,-0.1,0.03,0.04,-0.05,-0.03
0.29,-0.1,0.03,0.04,-0.05,-0.03
0.295,-0.1,0.03,0.04,-0.05,-0.03
0.3,-0.1,0.03,0.04,-0.05,-0.03
0.305,-0.1,0.03,0.04,-0.05,-0.03
0.31,-0.1,0.03,0.04,-0.05,-0.03
0.315,-0.1,0.03,0.04,-0.05,-0.03
0.32,-0.1,0.03,0.04,-0.05,-0.03
0.325,-0.1,0.03,0.02,-0.05,-0.03
0.33,-0.1,0.03,0.01,-0.05,-0.03
0.335,-0.1,0.03,-0.01,-0.05,-0.03
0.355,-0.1,0.03,0.04,0.04,-0.03
0.36,-0.1,0.03,0.04,0.04,-0.03
0.365,-0.1,0.03,0.04,0.04,-0.03
0.37,-0.1,0.03,0.04,0.04,-0.03
0.375,-0.1,0.03,0.04,0.04,-0.03
0.38,-0.1,0.03,0.04,0.04,-0.03
0.385,-0.1,0.03,0.04,0.04,-0.03
0.39,-0.1,0.03,0.04,0.04,-0.03
0.395,-0.1,0.03,0.04,0.04,-0.03
0.4,-0.1,0.03,0.04,0.04,-0.03
0.405,-0.1,0.03,0.04,0.01,-0.03
0.41,-0.1,0.03,0.04,0.01,-0.03
0.415,-0.1,0.03,0.04,0.01,-0.03
0.42,-0.1,0.03,0.04,0.01,-0.03
0.425,-0.1,0.03,0.04,0.01,-0.03
0.43,-0.1,0.03,0.04,0.01,-0.03
0.435,-0.1,0.03,0.04,-0.03,-0.03
0.44,-0.1,0.03,0.04,-0.03,-0.03
0.445,-0.1,0.03,0.04,-0.05,-0.03
0.45,-0.1,0.03,0.04,-0.05,-0.03
0.455,-0.1,0.03,0.04,-0.05,-0.03
0.46,-0.1,0.03,0.04,-0.05,-0.03
0.465,-0.1,0.03,0.04,-0.05,-0.03
0.47,-0.1,0.03,0.04,-0.05,-0.03
0.475,-0.1,0.03,0.04,-0.05,-0.03
0.48,-0.1,0.03,0.04,-0.05,-0.03
0.485,-0.1,0.03,0.04,-0.05,-0.03
0.49,-0.1,0.03,0.04,-0.05,-0.03
0.495,-0.1,0.03,0.04,-0.05,-0.03
0.5,-0.1,0.03,0.04,-0.05,-0.03
0.505,-0.1,0.03,0.04,-0.05,-0.03
0.51,-0.1,0.03,0.04,-0.05,-0.03
0.515,-0.1,0.03,0.04,-0.05,-0.03
0.52,-0.1,0.03,0.04,-0.05,-0.03
0.525,-0.1,0.03,0.04,-0.05,-0.03
0.53,-0.1,0.03,0.04,-0.05,-0.03
0.535,-0.1,0.03,0.04,-0.05,-0.03
0.54,-0.1,0.03,0.04,-0.05,-0.03
0.545,-0.1,0.03,0.02,-0.05,-0.03
0.55,-0.1,0.03,0.01,-0.05,-0.03
0.555,-0.1,0.03,-0.01,-0.05,-0.03
0.285,-0.095,0.03,0.04,-0.05,-0.03
0.29,-0.095,0.03,0.04,-0.05,-0.03
0.295,-0.095,0.03,0.04,-0.05,-0.03
0.3,-0.095,0.03,0.04,-0.05,-0.03
0.305,-0.095,0.03,0.04,-0.05,-0.03
0.31,-0.095,0.03,0.04,-0.05,-0.03
0.315,-0.095,0.03,0.04,-0.05,-0.03
0.32,-0.095,0.03,0.04,-0.05,-0.03
0.325,-0.095,0.03,0.02,-0.05,-0.03
0.33,-0.095,0.03,0.01,-0.05,-0.03
0.335,-0.095,0.03,-0.01,-0.05,-0.03
0.355,-0.095,0.03,0.04,0.04,-0.03
0.36,-0.095,0.03,0.04,0.04,-0.03
0.365,-0.095,0.03,0.04,0.04,-0.03
0.37,-0.095,0.03,0.04,0.04,-0.03
0.375,-0.095,0.03,0.04,0.04,-0.03
0.38,-0.095,0.03,0.04,0.04,-0.03
0.385,-0.095,0.03,0.04,0.04,-0.03
0.39,-0.095,0.03,0.04,0.04,-0.03
0.395,-0.095,0.03,0.04,0.02,-0.03
0.4,-0.095,0.03,0.04,0.02,-0.03
0.405,-0.095,0.03,0.04,-0.01,-0.03
0.41,-0.095,0.03,0.04,-0.01,-0.03
0.415,-0.095,0.03,0.04,-0.01,-0.03
0.42,-0.095,0.03,0.04,-0.01,-0.03
0.425,-0.095,0.03,0.04,-0.01,-0.03
0.43,-0.095,0.03,0.04,-0.01,-0.03
0.435,-0.095,0.03,0.04,-0.04,-0.03
0.44,-0.095,0.03,0.04,-0.04,-0.03
0.445,-0.095,0.03,0.04,-0.05,-0.03
0.45,-0.095,0.03,0.04,-0.05,-0.03
0.455,-0.095,0.03,0.04,-0.05,-0.03
0.46,-0.095,0.03,0.04,-0.05,-0.03
0.465,-0.095,0.03,0.04,-0.05,-0.03
0.47,-0.095,0.03,0.04,-0.05,-0.03
0.475,-0.095,0.03,0.04,-0.05,-0.03
0.48,-0.095,0.03,0.04,-0.05,-0.03
0.485,-0.095,0.03,0.04,-0.05,-0.03
0.49,-0.095,0.03,0.04,-0.05,-0.03
0.495,-0.095,0.03,0.04,-0.05,-0.03
0.5,-0.095,0.03,0.04,-0.05,-0.03
0.505,-0.095,0.03,0.04,-0.05,-0.03
0.51,-0.095,0.03,0.04,-0.05,-0.03
0.515,-0.095,0.03,0.04,-0.05,-0.03
0.52,-0.095,0.03,0.04,-0.05,-0.03
0.525,-0.095,0.03,0.04,-0.05,-0.03
0.53,-0.095,0.03,0.04,-0.05,-0.03
0.535,-0.095,0.03,0.04,-0.05,-0.03
0.54,-0.095,0.03,0.04,-0.05,-0.03
0.545,-0.095,0.03,0.02,-0.05,-0.03
0.55,-0.095,0.03,0.01,-0.05,-0.03
0.555,-0.095,0.03,-0.01,-0.05,-0.03
0.285,-0.09,0.03,0.04,-0.05,-0.03
0.29,-0.09,0.03,0.04,-0.05,-0.03
0.295,-0.09,0.03,0.04,-0.05,-0.03
0.3,-0.09,0.03,0.04,-0.05,-0.03
0.305,-0.09,0.03,0.04,-0.05,-0.03
0.31,-0.09,0.03,0.04,-0.05,-0.03
0.315,-0.09,0.03,0.04,-0.05,-0.03
0.32,-0.09,0.03,0.04,-0.05,-0.03
0.325,-0.09,0.03,0.02,-0.05,-0.03
0.33,-0.09,0.03,0.01,-0.05,-0.03
0.335,-0.09,0.03,-0.01,-0.05,-0.03
0.355,-0.09,0.03,0.04,0.04,-0.03
0.36,-0.09,0.03,0.04,0.04,-0.03
0.365,-0.09,0.03,0.04,0.04,-0.03
